bin,sku,Msku,Asin,External id 1,External id 2,External id 3,title,Sellable,Unsellable - Total,Unsellable - Vendor Damage,Unsellable - Carrier Damage,Unsellable - Warehouse Damage,Unsellable - Defective,Unsellable - Shipper Damage,Unsellable - Customer Return Damage,Unsellable - Expired,Reserved,Customer returns,Pending Cancelled,Actual expiration,Amazon expiration
A100,X001XE5B1D,Erth-brwn-box-Shower-Cap-50pcs,B09TTDGZX7,,,,Clayherbs Hotel Toiletries 50 Sets Shower Cap | Eco Friendly Box Packaging |Shower Cap With Box | Pack Of 50 Sets,12,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001QYC1DB,toiletrs-cdsbb-set-pack-50,B0B1JGR6MH,,,,Clayherbs Hotel Toiletries 50 Sets| Hotel Guest House Toiletries Kit | Hospital Toiletry Kits | Marriage Guest Toiletry Kit | Zipper Pouch 9 X 4 | Pack Of 50,481,0,0,0,0,0,0,0,0,2,0,0,,
A100,X001YY26P1,Clayherbs-Bamboo-Brush-Po-10,B0CSMVS8TD,,,,"Clayherbs Hotel Toiletries Kit | Toothbrush for Travel | Dental Kit Homeless, Nursing | Disposable Travel Toothbrush Kit | Soft Bristles | Individually Wrapped | Biodegradable (Pack-10)",16,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001SNAHPT,Clayherbs-Nourishing-Soap-15g-pack-of-50,B0BRSXQ244,,,,Clayherbs Hotel Toiletries Nourishing Aloe Vetiver Handmade Soap 15 Gm | Hotel Amenities | Hospital Toiletry Kits | Guest Room Toiletries | Pack of 50,51,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U4P,Comb-DentlKit-ShvingKit-Po-100,B0CSP25VJ2,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (100),10,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VT9,Comb-DentlKit-ShvingKit-Po-150,B0CSPGJGCW,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (150),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOG05,Comb-DentlKit-ShvingKit-Po-200,B0CSP2QR39,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (200),14,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOD71,Comb-DentlKit-ShvingKit-Po-250,B0CSPG8RHH,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (250),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VSP,Comb-DentlKit-ShvingKit-Po-300,B0CSPFFCFJ,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (300),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U4Z,Comb-DentlKit-ShvingKit-Po-400,B0CSP4XZ85,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (400),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U5J,Comb-DentlKit-ShvingKit-Po-50,B0CSPGWY87,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (50),26,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY26UB,Comb-DentlKit-ShvingKit-Po-500,B0CSP79BNQ,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries Kit | Desposible (500),19,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZK8ATP,Comb-DentlKit-ShvingKit-Po-25,B0CSPH2B8Y,,,,Clayherbs Hotel Toiletries | Dental Kit | Shaving Kit | Razor & Shaving Gel | Toothbrush | Toothpaste | Hair Comb | Guest House Toiletries | Disposable (25),7,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZJDYEH,Clayherbs_DentalKit_Po-100,B0CSPFH95B,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (100),13,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VQR,Clayherbs_DentalKit_Po-150,B0CSPH7L9C,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (150),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOCZ9,Clayherbs_DentalKit_Po-200,B0CSPP7WH4,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (200),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZK5TY9,Clayherbs_DentalKit_Po-25,B0CSP77TND,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (25),12,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U31,Clayherbs_DentalKit_Po-250,B0CSPHR7VB,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (250),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOFV5,Clayherbs_DentalKit_Po-300,B0CSPKDGBR,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (300),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VSZ,Clayherbs_DentalKit_Po-350,B0CSP7LYYG,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (350),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VTT,Clayherbs_DentalKit_Po-400,B0CSPG71ZV,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (400),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY055T,Clayherbs_DentalKit_Po-450,B0CSP8CRH1,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (450),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY056N,Clayherbs_DentalKit_Po-50,B0CSPDBV6P,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (50),11,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U63,Clayherbs_DentalKit_Po-500,B0CSPQQTBL,,,,Clayherbs Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit Dental Kit | Hotel Amenities Kit (500),30,0,0,0,0,0,0,0,0,0,0,0,,
A200,X001YY26QF,Clayherbs-NourishingSoap-15g-pack-1000,B0CSG3L3RW,,,,Clayherbs Hotel Travel Size Soap Bar Bulk | Cleansing Soap | Bath Amenities | Airbnb Vacation | Toiletries for Guest Bathroom | Travel Soap (15g) Pack-1000,46,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A200,X001YY26Q5,Clayherbs-NourishingSoap-15g-pack-150-sm,B0CSG65CH8,,,,Clayherbs Hotel Travel Size Soap Bar Bulk | Cleansing Soaps | Bath Amenities | Airbnb Vacation | Toiletries for Guest Bathroom (15g) Pack-150,47,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A200,X001YY0VRL,Clayherbs-NourishingSoap-15g-pack-200-sm,B0CSG4RCWQ,,,,Clayherbs Hotel Travel Size Soap Bar Bulk | Cleansing Soaps | Bath Amenities | Airbnb Vacation | Toiletries for Guest Bathroom (15g) Pack-200,39,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A200,X001ZK5N95,Clayherbs-NourishingSoap-15g-pack-125-sm,B0CSG426XK,,,,Clayherbs Hotel Travel Size Soap Bar Bulk | Cleansing Soaps | Bath Amenities | Airbnb Vacation | Toiletries for Guest Bathroom | (15g) Pack-125,48,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001ZWOFFL,Clayherbs-Hand-Comb-200pcs,B09TTB7CB1,,,,Clayherbs Individually Wrapped Combs Disposable Combs Plastic Travel Comb Hair Combs for Hotel Shelter Homeless Charity Church Nursing White Comb (200 Pcs),18,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002HJP05Z,1kg Lavender Bath Slat,B0GFWFTFJ6,,,,Clayherbs Lavender Bath Salt - 1kg Bulk Pack | Pure Epsom & Sea Salt with Lavender Essential Oil | Stress Relief & Muscle Recovery Soak | Natural Aromatherapy for Better Sleep & Soft Skin | Ideal for Foot & Body Spa,30,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6LAUP,Clayherbs morning kit pack of 125 Set,B0CRVCCY9B,,,,"Clayherbs Morning Kit In Card Box | Hotel Accessories | Hotel Guest House Toiletries Kit | 20 Ml Shampoo, 15g Soap, Comb, 8g Toothpaste & A Brush Pack Of (125, 45)",98,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X0021AMETP,Each-25,B0D22GJG4H,,,,"Clayherbs Pack Of (100) 20ML Hotel Toiletries Kit, Guest Amenities, Shower Gel, Shampoo, Hair Conditioner, Moisturiser Mini Travel Size Kit, Bulk Toiletry, Guest House",33,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0021AMETZ,Body Lotion 20ml (PO-100),B0D22W1Z3N,,,,Clayherbs Pack Of (100) 20ml Bulk Body Lotion | Moisturizer | Organic | Mini Travel Kit | Hotel Toiletries Kit | Hotel Kit | Guest Room Amenities | 20ml Bottel,26,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X0021AMETZ,Body Lotion 20ml (PO-100),B0D22W1Z3N,,,,Clayherbs Pack Of (100) 20ml Bulk Body Lotion | Moisturizer | Organic | Mini Travel Kit | Hotel Toiletries Kit | Hotel Kit | Guest Room Amenities | 20ml Bottel,8,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X0024GVTYH,35ml Shower Gel (Po-100),B0CZNZX2PT,,,,"Clayherbs Pack Of (100) 35ml Bulk Hotel Toiletries Body Wash, Mini Shower Gel, Travel Size Bottle, Guest Amenities, Soap 35ml, Hotel Room Soap",58,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X0021AMES1,Body Lotion 20ml (PO-150),B0D22SSRRG,,,,Clayherbs Pack Of (150) 20ml Bulk Body Lotion | Moisturizer | Organic | Mini Travel Kit | Hotel Toiletries Kit | Hotel Kit | Guest Room Amenities | 20ml Bottel |,45,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X0021AMESV,Each-50,B0D22JWZCC,,,,"Clayherbs Pack Of (200) 20ML Hotel Toiletries Kit, Guest Amenities, Shower Gel, Shampoo, Hair Conditioner, Moisturiser Mini Travel Size Kit, Bulk Toiletry, Guest House Pack Of (200)",28,0,0,0,0,0,0,0,0,1,0,0,,
A100,X0021AMESB,Each-75,B0D22JBM38,,,,"Clayherbs Pack Of (300) 20ML Hotel Toiletries Kit, Guest Amenities, Shower Gel, Shampoo, Hair Conditioner, Moisturiser Mini Travel Size Kit, Bulk Toiletry, Guest House",25,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001XDMNAL,Silver Cap Shower Gel 35 ml 50 sets,B0CPBMVRDD,,,,"Clayherbs Pack Of (50) 35ml Bulk Hotel Toiletries Body Wash, Mini Shower Gel, Travel Size Bottle, Guest Amenities, Soap 35ml, Hotel Room Soap",0,16,0,0,0,0,0,0,16,0,0,0,17-Feb-2026,18-Jan-2026
A200,X0024GVTZV,35ml Shower Gel (Po-50),B0CPBMVRDD,,,,"Clayherbs Pack Of (50) 35ml Bulk Hotel Toiletries Body Wash, Mini Shower Gel, Travel Size Bottle, Guest Amenities, Soap 35ml, Hotel Room Soap",70,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001XDMNAL,Silver Cap Shower Gel 35 ml 50 sets,B0CPBMVRDD,,,,"Clayherbs Pack Of (50) 35ml Bulk Hotel Toiletries Body Wash, Mini Shower Gel, Travel Size Bottle, Guest Amenities, Soap 35ml, Hotel Room Soap",44,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001SK9FOV,Clayherbs Aloe Lily Shower Gel 100,B0BRJ88F6P,,,,Clayherbs Pack Of 100 Body Wash Shower Gel 22ml For Hotel Toiletrey | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk | Mini | Hospital Amenities Kits | Guest Room Toiletries,49,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001XDZKSD,clayherbs-20ml-body-wash-150,B0CBXKKPXV,,,,Clayherbs Pack Of 150 Body Wash 20ml For Hotel Toiletrey | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk | Mini Body Wash Shower Gel | Hospital Amenities Kits |,21,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWITPX,Clayherbs-NourishingSoap-15g-pack-of-500,B0BRSYQMYS,,,,Clayherbs Pack of 500 (15g) Toiletries Nourishing Aloe Vetiver Handmade Soap | Hotel Amenities | Hospital Toiletry Kits | Hotel Guest Room Toiletries |,26,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001XE71NJ,Clayherbs-NourishingSoap-15g-pack-of-750,B0BRSVZ333,,,,Clayherbs Pack of 750 (15gm) Toiletries Nourishing Aloe Vetiver Handmade Soap 15 Gm | Hotel Amenities | Hospital Toiletry Kits | Hotel Guest Room Toiletries |,21,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002J0PTKX,Hand & Nail Cream 10g PO-1,B0GQMFWLJB,,,,"Clayherbs Pack-1 10g Nourishing Hand & Nail Cream with Extra Shea Butter – Deep Moisture Therapy for Soft & Smooth Hands – Vegan & Cruelty-Free Hand Repair Balm for Dry, Cracked Skin",10,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWONJT,Bamboo_Comb_Pack-1,B0CTTJ526Z,,,,Clayherbs Pack-1 Bamboo Comb | Handmade | Pocket Size Comb | Sleek & Easy Combing | Travel Friendly Wooden Comb | Anti Static Comb for Hair Growth,22,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002CWQNTT,Eye Mask Pack-10,B0FHWFKFX9,,,,"Clayherbs Pack-10 Eye Mask | Soft & Breathable Sleep Mask for Women & Men | Light Blocking | Reusable & Comfortable Eye Cover for Travel, Yoga, Relaxation & Deep Sleep – Eco-Friendly Pouch (Black)",48,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z4OZT,New 30ml Conditioner - Pack-100,B0F3X4H4XC,,,,"Clayherbs Pack-100 30ml Aloe Vera Conditioner | Luxuru and Premium Natural & Soothing Hair Conditioner for Hotels, Guest Rooms, Travel & Spa Use | Nourishing & Hydrating",100,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029YXW99,IL-3JEC-BTE3,B0F3X7KV8W,,,,"Clayherbs Pack-100 30ml Cocoa Butter Moisturizer Cream, Deep Hydration for Dry Skin, perfect for handbags, travel kits, hotel toiletries, guest room amenities, and spa Non-Greasy, Travel Size, For Body",100,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029YXQCH,New 30ml Shampoo - Pack-100,B0F3TW8C8K,,,,"Clayherbs Pack-100 30ml Green Apple Shampoo Luxury and Premium | Refreshing & Nourishing Hair Cleanser | Ideal for Travel, Hotels Toiletries, Guest Rooms",100,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029YXW8F,New 30ml Bath Gel - Pack-100,B0F3X4QTT2,,,,"Clayherbs Pack-100 30ml Lavender Shower Gel Luxury and Premium | Bath Gel Refreshing & cleanses your skin | Ideal for Travel, Hotels Toiletries, Guest Rooms, Hospitality Kit, Resorts, Homestays, and Spa",100,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002A06J29,30ml Royal Oud Body Lotion Pack-100,B0F3XV2WRT,,,,"Clayherbs Pack-100 30ml Royal Oud Body Lotion | Premium Moisturizer for All Skin Types | Enriched with Nourishing Oils & Soothing Fragrance | Ideal for Travel, Hotels Toiletries & Guest Rooms and Spa",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002A06J2J,30ml Royal Oud Conditioner Pack-100,B0F3XS23SL,,,,"Clayherbs Pack-100 30ml Royal Oud Conditioner | Luxury Hair Conditioner for Hotels Toiletries, Guest Rooms, House, Spas & Travel | Deep Nourishment with Royal Oud Fragrance",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002C7MRHV,30ml Royal Oud Shampoo Pack-100,B0F3XH28ZX,,,,"Clayherbs Pack-100 30ml Royal Oud Shampoo | Luxurious Travel-Size Hair Cleanser for Hotels Toiletries, Spas & Guests house | Sulphate-Free & Nourishing Formula",50,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z4OZJ,30ml Royal Oud Shampoo Pac-100,B0F3XH28ZX,,,,"Clayherbs Pack-100 30ml Royal Oud Shampoo | Luxurious Travel-Size Hair Cleanser for Hotels Toiletries, Spas & Guests house | Sulphate-Free & Nourishing Formula",49,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002A06PE1,30ml Royal Oud Bath Gel Pack-100,B0F3XQ7CYX,,,,"Clayherbs Pack-100 30ml Royal Oud Shower Gel – Travel Size | Luxurious Oud Body Wash for Hotels Toiletries, Guest Rooms, Spa & Travel Use",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002EKSKBX,Brown Box Dental Kit-100,B0FR986126,,,,Clayherbs Pack-100 7g Toothpaste | Hotel Room Dental Kit | Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit | Amenities Kit,30,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6LAV9,Clayherbs-Shower-Cap-100pcs,B09RPHMRDL,,,,"Clayherbs Pack-100 Disposable Shower Caps - Multi-Purpose Thickening Elastic Bath Cap Plastic Waterproof Clear Women Spa,Men Hair Caps,Home Use,Hotel and Salon, Portable Travel",29,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6V8ON,Shower-Cap-100pcs`,B09RPHMRDL,,,,"Clayherbs Pack-100 Disposable Shower Caps - Multi-Purpose Thickening Elastic Bath Cap Plastic Waterproof Clear Women Spa,Men Hair Caps,Home Use,Hotel and Salon, Portable Travel",28,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z4PWL,30ml Royal Oud S+S+C+M Pack-100,B0F3XDJQDC,,,,"Clayherbs Pack-100 EACH-25 30ml Royal Oud Luxury Bath Set – Shampoo, Shower Gel, Conditioner & Moisturizer Cream – Hotel Toiletries guest room amenities, and spa Non-Greasy, Travel Size – Premium Oud Fragrance",37,0,0,0,0,0,0,0,0,1,0,0,,
A200,X001SNAHOP,clayherbs-conditioner-30ml-pack-100,B0B2WW4CVG,,,,Clayherbs Pack-100 Hotel Toiletries Hair Conditioner 30 Ml | Hotel Amenities | Hotel Guest House Toiletries Kit | Hospitality Kit | Welcome Kit,50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X002CWSC7F,Wet Wipes (Pack-100),B0FHWJK2TQ,,,,"Clayherbs Pack-100 Refreshing Wet Wipes – Travel-Friendly, Skin-Soothing Facial & Hand Wipes – Cleanses, Hydrates & Moisturizes – Alcohol-Free, Soft & Gentle, Individually wrapped Sachet",40,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001VXV0DT,Lxry. Disp. Shaving Kit 100 pcs,B0CJ9KMYHW,,,,"Clayherbs Pack-100 Shaving Kit in Bulk, Smooth Shave Disposable Razor and Cream(8g), Individually Wrapped Toiletries Amenities for Hotel Travel Shaving Set Travel Size Toiletries Camping and Travel",49,0,0,0,0,0,0,0,0,1,0,0,31-Dec-2026,01-Dec-2026
A100,X001ZK5H0F,Vinsan Shaving Gel 100 Pcs,B0CJ9KMYHW,,,,"Clayherbs Pack-100 Shaving Kit in Bulk, Smooth Shave Disposable Razor and Cream(8g), Individually Wrapped Toiletries Amenities for Hotel Travel Shaving Set Travel Size Toiletries Camping and Travel",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X0022SLMPN,New Bamboo Comb (Po-100),B0D7W7KJFZ,,,,"Clayherbs Pack-100 Sustainable Bamboo Comb, Handmade Wooden hair bamboo comb, Poclet size, Travel Friendly, Anti Static Comb for Hair Growth",14,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6LASH,Clayherbs morning kit pack of 100 Set,B0CRV538V6,,,,"Clayherbs Pack-100kits Morning Kit In Card Box and Free Dental Floss With Each Kit Morning Kit In Card Box | Hotel Accessories | Hotel Guest House Toiletries Kit | 20 Ml Shampoo, 15g Soap, Comb, 8g Toothpaste & A Brush",65,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A200,X0024GY54X,Earthnatural Soap (Po-150),B0CZRWYNCM,,,,"Clayherbs Pack-150, 20gm Bulk Earth Natural Bathing Soap, Hotel Toiletries Soap, Guest Amenities, Soap Bar, Nourishing Body Wash Bar, Honey Soap",70,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001Z6V78Z,Clayherbs morning kit pack of 150 Set,B0CRV3D32L,,,,"Clayherbs Pack-150kits Morning Kit In Card Box and Free Dental Floss With Each Kit | Hotel Accessories | Hotel Guest House Toiletries Kit | 20 Ml Shampoo, 15g Soap, Comb, 8g Toothpaste & A Brush",86,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002CWRZNR,Eye Mask Pack-2,B0FHWDR92K,,,,"Clayherbs Pack-2 Eye Mask | Soft & Breathable Sleep Mask for Women & Men | Light Blocking | Reusable & Comfortable Eye Cover for Travel, Yoga, Relaxation & Deep Sleep – Eco-Friendly Pouch (Black)",42,0,0,0,0,0,0,0,0,0,0,0,,
A200,X0021D2K23,Sustainable Dental Kit (Po-20),B0D4YN76C7,,,,"Clayherbs Pack-20 Sustainable Eco-Friendly Organic Bamboo Toothbrush and Toothpaste Sachet, Natural Flavor, Oral Care Biodegradable & Non-Toxic Hotel Dental Kit For Rooms",53,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X0029YXW8P,New 30ml Conditioner - Pack-200,B0F3X5M2TF,,,,"Clayherbs Pack-200 30ml Aloe Vera Conditioner | Luxuru and Premium Natural & Soothing Hair Conditioner for Hotels, Guest Rooms, Travel & Spa Use | Nourishing & Hydrating",100,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z4K3Z,2U-ZTYW-Z120,B0F3X5T2ML,,,,"Clayherbs Pack-200 30ml Cocoa Butter Moisturizer Cream, Deep Hydration for Dry Skin, perfect for handbags, travel kits, hotel toiletries, guest room amenities, and spa Non-Greasy, Travel Size, For Body",100,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z4K49,New 30ml Shampoo - Pack-200,B0F3TXN7PQ,,,,"Clayherbs Pack-200 30ml Green Apple Shampoo Luxury and Premium | Refreshing & Nourishing Hair Cleanser | Ideal for Travel, Hotels Toiletries, Guest Rooms",99,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z7163,New 30ml Bath Gel - Pack-200,B0F3X3SWSY,,,,"Clayherbs Pack-200 30ml Lavender Shower Gel Luxury and Premium | Bath Gel Refreshing & cleanses your skin | Ideal for Travel, Hotels Toiletries, Guest Rooms, Hospitality Kit, Resorts, Homestays, and Spa",99,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002A06TLF,30ml Royal Oud Body Lotion Pack-200,B0F3XR9V37,,,,"Clayherbs Pack-200 30ml Royal Oud Body Lotion | Premium Moisturizer for All Skin Types | Enriched with Nourishing Oils & Soothing Fragrance | Ideal for Travel, Hotels Toiletries & Guest Rooms and Spa",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002A06PEB,30ml Royal Oud Conditioner Pack-200,B0F3XMFN47,,,,"Clayherbs Pack-200 30ml Royal Oud Conditioner | Luxury Hair Conditioner for Hotels Toiletries, Guest Rooms, House, Spas & Travel | Deep Nourishment with Royal Oud Fragrance",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002C7O2OH,30ml Royal Oud Shampoo Pack-200,B0F3XH588T,,,,"Clayherbs Pack-200 30ml Royal Oud Shampoo | Luxurious Travel-Size Hair Cleanser for Hotels Toiletries, Spas & Guests house | Sulphate-Free & Nourishing Formula",50,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029Z4PW1,30ml Royal Oud Shampoo Pac-200,B0F3XH588T,,,,"Clayherbs Pack-200 30ml Royal Oud Shampoo | Luxurious Travel-Size Hair Cleanser for Hotels Toiletries, Spas & Guests house | Sulphate-Free & Nourishing Formula",50,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002A06TLP,30ml Royal Oud Bath Gel Pack-200,B0F3XRW1PJ,,,,"Clayherbs Pack-200 30ml Royal Oud Shower Gel – Travel Size | Luxurious Oud Body Wash for Hotels Toiletries, Guest Rooms, Spa & Travel Use",50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X002EKR7TT,Brown Box Dental Kit-200,B0FR8VRF6X,,,,Clayherbs Pack-200 7g Toothpaste | Hotel Room Dental Kit | Hotel Toiletries | Dental Kit | Toothpaste | Toothbrush | Guest Room Amenities | Hospital Kit | Amenities Kit,30,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0029YXWJT,30ml Royal Oud S+S+C+M Pack-200,B0F3XDT7Q2,,,,"Clayherbs Pack-200 EACH-50 30ml Royal Oud Luxury Bath Set – Shampoo, Shower Gel, Conditioner & Moisturizer Cream – Hotel Toiletries guest room amenities, and spa Non-Greasy, Travel Size – Premium Oud Fragrance",40,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6ZIK3,Clayherbs morning kit pack of 25 Set,B0CRV53FCX,,,,"Clayherbs Pack-25kits Morning Kit In Card Box and Free Dental Floss With Each Kit| Hotel Accessories | Hotel Guest House Toiletries Kit | 20 Ml Shampoo, 15g Soap, Comb, 8g Toothpaste & A Brush",17,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X001ZWOFDX,Bamboo_Comb_Pack-3,B0CTTH5RHZ,,,,Clayherbs Pack-3 Bamboo Comb | Handmade | Pocket Size Comb | Sleek & Easy Combing | Travel Friendly Wooden Comb | Anti Static Comb for Hair Growth,11,0,0,0,0,0,0,0,0,0,0,0,,
